PlateID,Column,Row,ProcessingDate,CoreID,Morphotype,Notes,OakTip
MBH005,5,D,19 Apr 2024,MBH-1222,R,,
MBH005,5,E,19 Apr 2024,MBH-1222,V,,
MBH005,5,F,19 Apr 2024,MBH-1222,R,,
MBH005,5,G,19 Apr 2024,MBH-1222,Q,,
MBH005,5,H,19 Apr 2024,MBH-1222,R,,
MBH005,6,A,19 Apr 2024,MBH-1183,H,,
MBH005,6,B,19 Apr 2024,MBH-1207,I,,
MBH005,6,C,19 Apr 2024,MBH-1179,R,,
MBH005,6,D,19 Apr 2024,MBH-1179,R,,
MBH005,6,E,19 Apr 2024,MBH-1202,H,,
MBH005,6,F,19 Apr 2024,MBH-1202,H,,
MBH005,6,G,19 Apr 2024,MBH-1202,H,,
MBH005,6,H,19 Apr 2024,MBH-1202,H,,
MBH005,7,A,19 Apr 2024,MBH-1221,Q,,
MBH005,7,B,19 Apr 2024,MBH-1221,P,,
MBH005,7,C,19 Apr 2024,MBH-1221,U,,
MBH005,7,D,19 Apr 2024,MBH-1221,Q,,
MBH005,7,E,19 Apr 2024,MBH-1221,Q,,
MBH005,7,F,19 Apr 2024,MBH-1221,Q,,
MBH005,7,G,19 Apr 2024,MBH-1221,Q,,
MBH005,7,H,19 Apr 2024,MBH-1221,H,,
MBH005,8,A,19 Apr 2024,MBH-1220,R,,
MBH005,8,B,19 Apr 2024,MBH-1220,R,,
MBH005,8,C,19 Apr 2024,MBH-1220,R,,
MBH005,8,D,19 Apr 2024,MBH-1220,R,,
MBH005,8,E,19 Apr 2024,MBH-1220,R,,
MBH005,8,F,19 Apr 2024,MBH-1220,R,,
MBH005,8,G,19 Apr 2024,MBH-1220,R,,
MBH005,8,H,19 Apr 2024,MBH-1220,R,,
MBH005,9,A,19 Apr 2024,MBH-1204,H,,
MBH005,9,B,19 Apr 2024,MBH-1204,R,,
MBH005,9,C,19 Apr 2024,MBH-1204,R,,
MBH005,9,D,19 Apr 2024,MBH-1204,R,,
MBH005,9,E,19 Apr 2024,MBH-1204,R,,
MBH005,9,F,19 Apr 2024,MBH-1204,R,,
MBH005,9,G,19 Apr 2024,MBH-1204,R,,
MBH005,9,H,19 Apr 2024,MBH-1204,R,,
MBH005,10,A,19 Apr 2024,MBH-1178,R,,
MBH005,10,B,19 Apr 2024,MBH-1178,R,,
MBH005,10,C,19 Apr 2024,MBH-1178,R,,
MBH005,10,D,19 Apr 2024,MBH-1178,R,,
MBH005,10,E,19 Apr 2024,MBH-1178,R,,
MBH005,10,F,19 Apr 2024,MBH-1178,R,,
MBH005,10,G,19 Apr 2024,MBH-1178,R,,
MBH005,10,H,19 Apr 2024,MBH-1178,R,,
MBH005,11,A,19 Apr 2024,MBH-1196,R,,
MBH005,11,B,19 Apr 2024,MBH-1196,R,,
MBH005,11,C,19 Apr 2024,MBH-1196,R,,
MBH005,11,D,19 Apr 2024,MBH-1196,R,,
MBH005,11,E,19 Apr 2024,MBH-1196,R,,
MBH005,11,F,19 Apr 2024,MBH-1196,R,,
MBH005,11,G,19 Apr 2024,MBH-1196,R,,
MBH005,11,H,19 Apr 2024,MBH-1196,R,,
MBH005,12,A,19 Apr 2024,MBH-1192,K-OAK,,Y
MBH005,12,B,19 Apr 2024,MBH-1192,Z-OAK,,Y
MBH005,12,C,19 Apr 2024,MBH-1192,Z-OAK,,
MBH005,12,D,19 Apr 2024,MBH-1192,Z-OAK,,
MBH005,12,E,19 Apr 2024,MBH-1192,Z-OAK,,
MBH005,12,F,19 Apr 2024,MBH-1192,Z,,
MBH005,12,G,19 Apr 2024,MBH-1192,Z,,
MBH005,12,H,19 Apr 2024,MBH-1192,K-OAK,,Y
MBH006,1,A,20 Apr 2024,MBH-1206,I,,
MBH006,1,B,20 Apr 2024,MBH-1206,H,,
MBH006,1,C,20 Apr 2024,MBH-1206,H,,
MBH006,1,D,20 Apr 2024,MBH-1206,I,,
MBH006,1,E,20 Apr 2024,MBH-1206,I,,
MBH006,1,F,20 Apr 2024,MBH-1206,I,,
MBH006,1,G,20 Apr 2024,MBH-1206,H,,
MBH006,1,H,20 Apr 2024,MBH-1206,I,,
MBH006,2,A,20 Apr 2024,MBH-1198,P,,
MBH006,2,B,20 Apr 2024,MBH-1997,K-OAK,,
MBH006,2,C,20 Apr 2024,MBH-1997,K-OAK,,
MBH006,2,D,20 Apr 2024,MBH-1997,K-OAK,,
MBH006,2,E,20 Apr 2024,MBH-1997,K-OAK,,
MBH006,2,F,21 Apr 2024,MBH-1155,H,,
MBH006,2,G,21 Apr 2024,MBH-1155,K,,
MBH006,2,H,21 Apr 2024,MBH-1155,H,,
MBH006,3,A,20 Apr 2024,MBH-1171,H,,
MBH006,3,B,20 Apr 2024,MBH-1171,Q,,
MBH006,3,C,20 Apr 2024,MBH-1171,H,,
MBH006,3,D,20 Apr 2024,MBH-1171,H,,
MBH006,3,E,20 Apr 2024,MBH-1171,H,,
MBH006,3,F,20 Apr 2024,MBH-1171,Q,,
MBH006,3,G,20 Apr 2024,MBH-1195,Q,,
MBH006,3,H,20 Apr 2024,MBH-1195,Q,,
MBH006,4,A,20 Apr 2024,MBH-1170,R,,
MBH006,4,B,20 Apr 2024,MBH-1170,R,,
MBH006,4,C,20 Apr 2024,MBH-1170,R,,
MBH006,4,D,20 Apr 2024,MBH-1170,R,,
MBH006,4,E,20 Apr 2024,MBH-1170,R,,
MBH006,4,F,20 Apr 2024,MBH-1170,H,,
MBH006,4,G,20 Apr 2024,MBH-1170,H,,
MBH006,4,H,24 Apr 2024,MBH-1175,A,,
MBH006,5,A,20 Apr 2024,MBH-1208,H,,
MBH006,5,B,20 Apr 2024,MBH-1208,J,,
MBH006,5,C,20 Apr 2024,MBH-1208,P,,
MBH006,5,D,20 Apr 2024,MBH-1208,H,,
MBH006,5,E,20 Apr 2024,MBH-1208,H,,
MBH006,5,F,20 Apr 2024,MBH-1208,K,,
MBH006,5,G,20 Apr 2024,MBH-1208,P,,
MBH006,5,H,20 Apr 2024,MBH-1208,H,,
MBH006,6,A,21 Apr 2024,MBH-1205,R,,
MBH006,6,B,21 Apr 2024,MBH-1205,R,,
MBH006,6,C,21 Apr 2024,MBH-1205,R,,
MBH006,6,D,21 Apr 2024,MBH-1205,R,,
MBH006,6,E,21 Apr 2024,MBH-1205,K,,
MBH006,6,F,21 Apr 2024,MBH-1205,K,,
MBH006,6,G,21 Apr 2024,MBH-1205,K,,
MBH006,6,H,21 Apr 2024,MBH-1205,K,,
MBH006,7,A,21 Apr 2024,MBH-1209,C,,
MBH006,7,B,21 Apr 2024,MBH-1209,C,,
MBH006,7,C,21 Apr 2024,MBH-1209,H,,
MBH006,7,D,21 Apr 2024,MBH-1209,K,,
MBH006,7,E,21 Apr 2024,MBH-1209,V,,
MBH006,7,F,21 Apr 2024,MBH-1209,P,,
MBH006,7,G,21 Apr 2024,MBH-1209,K,,
MBH006,7,H,21 Apr 2024,MBH-1209,H,,
MBH006,8,A,21 Apr 2024,MBH-1194,R,,
MBH006,8,B,21 Apr 2024,MBH-1194,R,,
MBH006,8,C,21 Apr 2024,MBH-1194,R,,
MBH006,8,D,21 Apr 2024,MBH-1194,R,,
MBH006,8,E,21 Apr 2024,MBH-1194,P,,
MBH006,8,F,21 Apr 2024,MBH-1194,P,,
MBH006,8,G,21 Apr 2024,MBH-1194,P,,
MBH006,8,H,21 Apr 2024,MBH-1194,R,,
MBH006,9,A,24 Apr 2024,MBH-1214,P,,
MBH006,9,B,24 Apr 2024,MBH-1214,P,,
MBH006,9,C,24 Apr 2024,MBH-1214,P,,
MBH006,9,D,24 Apr 2024,MBH-1214,P,,
MBH006,9,E,24 Apr 2024,MBH-1231,H,,
MBH006,9,F,24 Apr 2024,MBH-1231,H,,
MBH006,9,G,24 Apr 2024,MBH-1184,H,,
MBH006,9,H,24 Apr 2024,MBH-1184,H,,
MBH006,10,A,24 Apr 2024,MBH-1176,Q,,
MBH006,10,B,24 Apr 2024,MBH-1176,H,,
MBH006,10,C,24 Apr 2024,MBH-1176,H,,
MBH006,10,D,24 Apr 2024,MBH-1176,Q,,
MBH006,10,E,24 Apr 2024,MBH-1176,H,,
MBH006,10,F,24 Apr 2024,MBH-1176,P,,
MBH006,10,G,24 Apr 2024,MBH-1176,P,,
MBH006,10,H,24 Apr 2024,,NEGCTRL,,
MBH006,11,A,24 Apr 2024,MBH-1200,Q,,
MBH006,11,B,24 Apr 2024,MBH-1200,H,,
MBH006,11,C,24 Apr 2024,MBH-1200,V,,
MBH006,11,D,24 Apr 2024,MBH-1200,K,,
MBH006,11,E,24 Apr 2024,MBH-1200,Q,,
MBH006,11,F,24 Apr 2024,MBH-1200,K,,
MBH006,11,G,24 Apr 2024,MBH-1200,K,,
MBH006,11,H,24 Apr 2024,MBH-1200,H,,
MBH006,12,A,24 Apr 2024,MBH-1177,H,,
MBH006,12,B,24 Apr 2024,MBH-1177,H,,
MBH006,12,C,24 Apr 2024,MBH-1177,H,,
MBH006,12,D,24 Apr 2024,MBH-1177,H,,
MBH006,12,E,24 Apr 2024,MBH-1177,H,,
MBH006,12,F,24 Apr 2024,MBH-1177,H,,
MBH006,12,G,24 Apr 2024,MBH-1177,H,,
MBH006,12,H,24 Apr 2024,MBH-1177,H,,
MBH007,1,A,25 Apr 2024,MBH-1164,H,,
,1,B,,,H,,
,1,C,,,H,,
,1,D,,,R,,
,1,E,,,K,,
,1,F,,,Q,,
,1,G,,,H,,
,1,H,,,K,,
,2,A,,MBH-1215,R,,
,2,B,,,R,,
,2,C,,,R,,
,2,D,,,R,,
,2,E,,,R,,
,2,F,,,R,,
,2,G,,,R,,
,2,H,,,R,,
,3,A,,MBH-1167,V,,
,3,B,,,Q,,
,3,C,,,H,,
,3,D,,,H,,
,3,E,,,H,,
,3,F,,,R,,
,3,G,,,H,,
,3,H,,,V,,
,4,A,26 Apr 2024,MBH-1168,H,,
,4,B,,,H,,
,4,C,,,R,,
,4,D,,,R,,
,4,E,,,H,,
,4,F,,MBH-1227,R,,
,4,G,,,NEGCTRL,,
,4,H,,,NEGCTRL,,
,5,A,,MBH-1191,R,,
,5,B,,,Q,,
,5,C,,,Q,,
,5,D,,,R,,
,5,E,,,R,,
,5,F,,,Q,,
,5,G,,,NEGCTRL,,
,5,H,,,NEGCTRL,,
,6,A,,MBH-1189,Q,,
,6,B,,,P,,
,6,C,,,P,,
,6,D,,,P,,
,6,E,,,P,,
,6,F,,,P,,
,6,G,,,P,,
,6,H,,,K,,
,7,A,,MBH-1169,C,,
,7,B,,,C,,
,7,C,,,C,,
,7,D,,,C,,
,7,E,,,C,,
,7,F,,,C,,
,7,G,,,K,,
,7,H,,,K,,
,8,A,27 Apr 2024,MBH-1185,C,,
,8,B,,,C,,
,8,C,,,H,,
,8,D,,,C,,
,8,E,,,H,,
,8,F,,,C,,
,8,G,,,H,,
,8,H,,,H,,
,9,A,,MBH-1217,Q,,
,9,B,,,Q,,
,9,C,,,Q,,
,9,D,,,Q,,
,9,E,,,Q,,
,9,F,,,Q,,
,9,G,,,H,,
,9,H,,,H,,
,10,A,29 Apr 2024,MBH-1157,R,,
,10,B,29 Apr 2024,MBH-1157,K,,
,10,C,29 Apr 2024,MBH-1157,K,,
,10,D,29 Apr 2024,MBH-1157,K,,
,10,E,29 Apr 2024,MBH-1157,K,,
,10,F,29 Apr 2024,MBH-1157,K,,
,10,G,29 Apr 2024,MBH-1157,K,,
,10,H,29 Apr 2024,MBH-1157,K,,
,11,A,29 Apr 2024,MBH-1190,R,,
,11,B,29 Apr 2024,MBH-1190,R,,
,11,C,29 Apr 2024,MBH-1190,R,,
,11,D,29 Apr 2024,MBH-1190,R,,
,11,E,29 Apr 2024,MBH-1190,R,,
,11,F,29 Apr 2024,MBH-1190,R,,
,11,G,29 Apr 2024,MBH-1190,R,,
,11,H,29 Apr 2024,MBH-1190,R,,
,12,A,29 Apr 2024,MBH-1173,Q,,
,12,B,29 Apr 2024,MBH-1173,Q,,
,12,C,29 Apr 2024,MBH-1173,Q,,
,12,D,29 Apr 2024,MBH-1173,R,,
,12,E,29 Apr 2024,MBH-1173,Q,,
,12,F,29 Apr 2024,MBH-1173,R,,
,12,G,29 Apr 2024,MBH-1173,Q,,
,12,H,29 Apr 2024,MBH-1173,Q,,
MBH008,1,A,,,,,
,1,B,,,,,
,1,C,,,,,
,1,D,,,,,
,1,E,,,,,
,1,F,,,,,
,1,G,,,,,
,1,H,,,,,
,2,A,,,,,
,2,B,,,,,
,2,C,,,,,
,2,D,,,,,
,2,E,,,,,
,2,F,,,,,
,2,G,,,,,
,2,H,,,,,
,3,A,,,,,
,3,B,,,,,
,3,C,,,,,
,3,D,,,,,
,3,E,,,,,
,3,F,,,,,
,3,G,,,,,
,3,H,,,,,
,4,A,,,,,
,4,B,,,,,
,4,C,,,,,
,4,D,,,,,
,4,E,,,,,
,4,F,,,,,
,4,G,,,,,
,4,H,,,,,
,5,A,,,,,
,5,B,,,,,
,5,C,,,,,
,5,D,,,,,
,5,E,,,,,
,5,F,,,,,
,5,G,,,,,
,5,H,,,,,
,6,A,,,,,
,6,B,,,,,
,6,C,,,,,
,6,D,,,,,
,6,E,,,,,
,6,F,,,,,
,6,G,,,,,
,6,H,,,,,
,7,A,,,,,
,7,B,,,,,
,7,C,,,,,
,7,D,,,,,
,7,E,,,,,
,7,F,,,,,
,7,G,,,,,
,7,H,,,,,
,8,A,,,,,
,8,B,,,,,
,8,C,,,,,
,8,D,,,,,
,8,E,,,,,
,8,F,,,,,
,8,G,,,,,
,8,H,,,,,
,9,A,,,,,
,9,B,,,,,
,9,C,,,,,
,9,D,,,,,
,9,E,,,,,
,9,F,,,,,
,9,G,,,,,
,9,H,,,,,
,10,A,,,,,
,10,B,,,,,
,10,C,,,,,
,10,D,,,,,
,10,E,,,,,
,10,F,,,,,
,10,G,,,,,
,10,H,,,,,
,11,A,,,,,
,11,B,,,,,
,11,C,,,,,
,11,D,,,,,
,11,E,,,,,
,11,F,,,,,
,11,G,,,,,
,11,H,,,,,
,12,A,,,,,
,12,B,,,,,
,12,C,,,,,
,12,D,,,,,
,12,E,,,,,
,12,F,,,,,
,12,G,,,,,
,12,H,,,,,
MBH009,1,A,,,,,
,1,B,,,,,
,1,C,,,,,
,1,D,,,,,
,1,E,,,,,
,1,F,,,,,
,1,G,,,,,
,1,H,,,,,
,2,A,,,,,
,2,B,,,,,
,2,C,,,,,
,2,D,,,,,
,2,E,,,,,
,2,F,,,,,
,2,G,,,,,
,2,H,,,,,
,3,A,,,,,
,3,B,,,,,
,3,C,,,,,
,3,D,,,,,
,3,E,,,,,
,3,F,,,,,
,3,G,,,,,
,3,H,,,,,
,4,A,,,,,
,4,B,,,,,
,4,C,,,,,
,4,D,,,,,
,4,E,,,,,
,4,F,,,,,
,4,G,,,,,
,4,H,,,,,
,5,A,,,,,
,5,B,,,,,
,5,C,,,,,
,5,D,,,,,
,5,E,,,,,
,5,F,,,,,
,5,G,,,,,
,5,H,,,,,
,6,A,,,,,
,6,B,,,,,
,6,C,,,,,
,6,D,,,,,
,6,E,,,,,
,6,F,,,,,
,6,G,,,,,
,6,H,,,,,
,7,A,,,,,
,7,B,,,,,
,7,C,,,,,
,7,D,,,,,
,7,E,,,,,
,7,F,,,,,
,7,G,,,,,
,7,H,,,,,
,8,A,,,,,
,8,B,,,,,
,8,C,,,,,
,8,D,,,,,
,8,E,,,,,
,8,F,,,,,
,8,G,,,,,
,8,H,,,,,
,9,A,,,,,
,9,B,,,,,
,9,C,,,,,
,9,D,,,,,
,9,E,,,,,
,9,F,,,,,
,9,G,,,,,
,9,H,,,,,
,10,A,,,,,
,10,B,,,,,
,10,C,,,,,
,10,D,,,,,
,10,E,,,,,
,10,F,,,,,
,10,G,,,,,
,10,H,,,,,
,11,A,,,,,
,11,B,,,,,
,11,C,,,,,
,11,D,,,,,
,11,E,,,,,
,11,F,,,,,
,11,G,,,,,
,11,H,,,,,
,12,A,,,,,
,12,B,,,,,
,12,C,,,,,
,12,D,,,,,
,12,E,,,,,
,12,F,,,,,
,12,G,,,,,
,12,H,,,,,
MBH010,1,A,,,,,
,1,B,,,,,
,1,C,,,,,
,1,D,,,,,
,1,E,,,,,
,1,F,,,,,
,1,G,,,,,
,1,H,,,,,
,2,A,,,,,
,2,B,,,,,
,2,C,,,,,
,2,D,,,,,
,2,E,,,,,
,2,F,,,,,
,2,G,,,,,
,2,H,,,,,
,3,A,,,,,
,3,B,,,,,
,3,C,,,,,
,3,D,,,,,
,3,E,,,,,
,3,F,,,,,
,3,G,,,,,
,3,H,,,,,
,4,A,,,,,
,4,B,,,,,
,4,C,,,,,
,4,D,,,,,
,4,E,,,,,
,4,F,,,,,
,4,G,,,,,
,4,H,,,,,
,5,A,,,,,
,5,B,,,,,
,5,C,,,,,
,5,D,,,,,
,5,E,,,,,
,5,F,,,,,
,5,G,,,,,
,5,H,,,,,
,6,A,,,,,
,6,B,,,,,
,6,C,,,,,
,6,D,,,,,
,6,E,,,,,
,6,F,,,,,
,6,G,,,,,
,6,H,,,,,
,7,A,,,,,
,7,B,,,,,
,7,C,,,,,
,7,D,,,,,
,7,E,,,,,
,7,F,,,,,
,7,G,,,,,
,7,H,,,,,
,8,A,,,,,
,8,B,,,,,
,8,C,,,,,
,8,D,,,,,
,8,E,,,,,
,8,F,,,,,
,8,G,,,,,
,8,H,,,,,
,9,A,,,,,
,9,B,,,,,
,9,C,,,,,
,9,D,,,,,
,9,E,,,,,
,9,F,,,,,
,9,G,,,,,
,9,H,,,,,
,10,A,,,,,
,10,B,,,,,
,10,C,,,,,
,10,D,,,,,
,10,E,,,,,
,10,F,,,,,
,10,G,,,,,
,10,H,,,,,
,11,A,,,,,
,11,B,,,,,
,11,C,,,,,
,11,D,,,,,
,11,E,,,,,
,11,F,,,,,
,11,G,,,,,
,11,H,,,,,
,12,A,,,,,
,12,B,,,,,
,12,C,,,,,
,12,D,,,,,
,12,E,,,,,
,12,F,,,,,
,12,G,,,,,
,12,H,,,,,
MBH011,1,A,,,,,
,1,B,,,,,
,1,C,,,,,
,1,D,,,,,
,1,E,,,,,
,1,F,,,,,
,1,G,,,,,
,1,H,,,,,
,2,A,,,,,
,2,B,,,,,
,2,C,,,,,
,2,D,,,,,
,2,E,,,,,
,2,F,,,,,
,2,G,,,,,
,2,H,,,,,
,3,A,,,,,
,3,B,,,,,
,3,C,,,,,
,3,D,,,,,
,3,E,,,,,
,3,F,,,,,
,3,G,,,,,
,3,H,,,,,
,4,A,,,,,
,4,B,,,,,
,4,C,,,,,
,4,D,,,,,
,4,E,,,,,
,4,F,,,,,
,4,G,,,,,
,4,H,,,,,
,5,A,,,,,
,5,B,,,,,
,5,C,,,,,
,5,D,,,,,
,5,E,,,,,
,5,F,,,,,
,5,G,,,,,
,5,H,,,,,
,6,A,,,,,
,6,B,,,,,
,6,C,,,,,
,6,D,,,,,
,6,E,,,,,
,6,F,,,,,
,6,G,,,,,
,6,H,,,,,
,7,A,,,,,
,7,B,,,,,
,7,C,,,,,
,7,D,,,,,
,7,E,,,,,
,7,F,,,,,
,7,G,,,,,
,7,H,,,,,
,8,A,,,,,
,8,B,,,,,
,8,C,,,,,
,8,D,,,,,
,8,E,,,,,
,8,F,,,,,
,8,G,,,,,
,8,H,,,,,
,9,A,,,,,
,9,B,,,,,
,9,C,,,,,
,9,D,,,,,
,9,E,,,,,
,9,F,,,,,
,9,G,,,,,
,9,H,,,,,
,10,A,,,,,
,10,B,,,,,
,10,C,,,,,
,10,D,,,,,
,10,E,,,,,
,10,F,,,,,
,10,G,,,,,
,10,H,,,,,
,11,A,,,,,
,11,B,,,,,
,11,C,,,,,
,11,D,,,,,
,11,E,,,,,
,11,F,,,,,
,11,G,,,,,
,11,H,,,,,
,12,A,,,,,
,12,B,,,,,
,12,C,,,,,
,12,D,,,,,
,12,E,,,,,
,12,F,,,,,
,12,G,,,,,
,12,H,,,,,
MBH012,1,A,,,,,
,1,B,,,,,
,1,C,,,,,
,1,D,,,,,
,1,E,,,,,
,1,F,,,,,
,1,G,,,,,
,1,H,,,,,
,2,A,,,,,
,2,B,,,,,
,2,C,,,,,
,2,D,,,,,
,2,E,,,,,
,2,F,,,,,
,2,G,,,,,
,2,H,,,,,
,3,A,,,,,
,3,B,,,,,
,3,C,,,,,
,3,D,,,,,
,3,E,,,,,
,3,F,,,,,
,3,G,,,,,
,3,H,,,,,
,4,A,,,,,
,4,B,,,,,
,4,C,,,,,
,4,D,,,,,
,4,E,,,,,
,4,F,,,,,
,4,G,,,,,
,4,H,,,,,
,5,A,,,,,
,5,B,,,,,
,5,C,,,,,
,5,D,,,,,
,5,E,,,,,
,5,F,,,,,
,5,G,,,,,
,5,H,,,,,
,6,A,,,,,
,6,B,,,,,
,6,C,,,,,
,6,D,,,,,
,6,E,,,,,
,6,F,,,,,
,6,G,,,,,
,6,H,,,,,
,7,A,,,,,
,7,B,,,,,
,7,C,,,,,
,7,D,,,,,
,7,E,,,,,
,7,F,,,,,
,7,G,,,,,
,7,H,,,,,
,8,A,,,,,
,8,B,,,,,
,8,C,,,,,
,8,D,,,,,
,8,E,,,,,
,8,F,,,,,
,8,G,,,,,
,8,H,,,,,
,9,A,,,,,
,9,B,,,,,
,9,C,,,,,
,9,D,,,,,
,9,E,,,,,
,9,F,,,,,
,9,G,,,,,
,9,H,,,,,
,10,A,,,,,
,10,B,,,,,
,10,C,,,,,
,10,D,,,,,
,10,E,,,,,
,10,F,,,,,
,10,G,,,,,
,10,H,,,,,
,11,A,,,,,
,11,B,,,,,
,11,C,,,,,
,11,D,,,,,
,11,E,,,,,
,11,F,,,,,
,11,G,,,,,
,11,H,,,,,
,12,A,,,,,
,12,B,,,,,
,12,C,,,,,
,12,D,,,,,
,12,E,,,,,
,12,F,,,,,
,12,G,,,,,
,12,H,,,,,
MBH013,1,A,,,,,
,1,B,,,,,
,1,C,,,,,
,1,D,,,,,
,1,E,,,,,
,1,F,,,,,
,1,G,,,,,
,1,H,,,,,
,2,A,,,,,
,2,B,,,,,
,2,C,,,,,
,2,D,,,,,
,2,E,,,,,
,2,F,,,,,
,2,G,,,,,
,2,H,,,,,
,3,A,,,,,
,3,B,,,,,
,3,C,,,,,
,3,D,,,,,
,3,E,,,,,
,3,F,,,,,
,3,G,,,,,
,3,H,,,,,
,4,A,,,,,
,4,B,,,,,
,4,C,,,,,
,4,D,,,,,
,4,E,,,,,
,4,F,,,,,
,4,G,,,,,
,4,H,,,,,
,5,A,,,,,
,5,B,,,,,
,5,C,,,,,
,5,D,,,,,
,5,E,,,,,
,5,F,,,,,
,5,G,,,,,
,5,H,,,,,
,6,A,,,,,
,6,B,,,,,
,6,C,,,,,
,6,D,,,,,
,6,E,,,,,
,6,F,,,,,
,6,G,,,,,
,6,H,,,,,
,7,A,,,,,
,7,B,,,,,
,7,C,,,,,
,7,D,,,,,
,7,E,,,,,
,7,F,,,,,
,7,G,,,,,
,7,H,,,,,
,8,A,,,,,
,8,B,,,,,
,8,C,,,,,
,8,D,,,,,
,8,E,,,,,
,8,F,,,,,
,8,G,,,,,
,8,H,,,,,
,9,A,,,,,
,9,B,,,,,
,9,C,,,,,
,9,D,,,,,
,9,E,,,,,
,9,F,,,,,
,9,G,,,,,
,9,H,,,,,
,10,A,,,,,
,10,B,,,,,
,10,C,,,,,
,10,D,,,,,
,10,E,,,,,
,10,F,,,,,
,10,G,,,,,
,10,H,,,,,
,11,A,,,,,
,11,B,,,,,
,11,C,,,,,
,11,D,,,,,
,11,E,,,,,
,11,F,,,,,
,11,G,,,,,
,11,H,,,,,
,12,A,,,,,
,12,B,,,,,
,12,C,,,,,
,12,D,,,,,
,12,E,,,,,
,12,F,,,,,
,12,G,,,,,
,12,H,,,,,
MBH014,1,A,,,,,
,1,B,,,,,
,1,C,,,,,
,1,D,,,,,
,1,E,,,,,
,1,F,,,,,
,1,G,,,,,
,1,H,,,,,
,2,A,,,,,
,2,B,,,,,
,2,C,,,,,
,2,D,,,,,
,2,E,,,,,
,2,F,,,,,
,2,G,,,,,
,2,H,,,,,
,3,A,,,,,
,3,B,,,,,
,3,C,,,,,
,3,D,,,,,
,3,E,,,,,
,3,F,,,,,
,3,G,,,,,
,3,H,,,,,
,4,A,,,,,
,4,B,,,,,
,4,C,,,,,
,4,D,,,,,
,4,E,,,,,
,4,F,,,,,
,4,G,,,,,
,4,H,,,,,
,5,A,,,,,
,5,B,,,,,
,5,C,,,,,
,5,D,,,,,
,5,E,,,,,
,5,F,,,,,
,5,G,,,,,
,5,H,,,,,
,6,A,,,,,
,6,B,,,,,
,6,C,,,,,
,6,D,,,,,
,6,E,,,,,
,6,F,,,,,
,6,G,,,,,
,6,H,,,,,
,7,A,,,,,
,7,B,,,,,
,7,C,,,,,
,7,D,,,,,
,7,E,,,,,
,7,F,,,,,
,7,G,,,,,
,7,H,,,,,
,8,A,,,,,
,8,B,,,,,
,8,C,,,,,
,8,D,,,,,
,8,E,,,,,
,8,F,,,,,
,8,G,,,,,
,8,H,,,,,
,9,A,,,,,
,9,B,,,,,
,9,C,,,,,
,9,D,,,,,
,9,E,,,,,
,9,F,,,,,
,9,G,,,,,
,9,H,,,,,
,10,A,,,,,
,10,B,,,,,
,10,C,,,,,
,10,D,,,,,
,10,E,,,,,
,10,F,,,,,
,10,G,,,,,
,10,H,,,,,
